host_is_superhost,host_has_profile_pic,host_identity_verified,has_availability,instant_bookable,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications,neighbourhood_group_cleansed_Bronx,neighbourhood_group_cleansed_Brooklyn,neighbourhood_group_cleansed_Manhattan,neighbourhood_group_cleansed_Queens,neighbourhood_group_cleansed_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
False,True,True,True,False,-0.05400194877360004,-0.06630761694996094,-0.09571621405179491,-0.09571621405179491,-1.0076732735131064,-0.3376058601336735,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,0.44236177683306566,-0.006124587919245581,-0.4318399980657125,0.24230939820821593,-0.026761818982236882,-0.04101267143606118,0.25254445721563346,-0.03562512571332287,-0.5722580138303163,-0.8642795166088795,-0.961706791582288,-0.9292988821300541,-0.43678219834355597,-0.2893283569779789,0.15648279874556578,0.05242232209422197,0.6737420634026143,0.4233977314571305,0.4131906080704934,-1.1074884457520153,0.12032556208099063,-0.14217604297797456,-0.21297020466134645,0.005448625979055061,2.1510090193670823,-0.32575442464546156,0.40941893932563556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
False,True,True,True,False,0.5780520780729568,0.31322657202426785,-0.12056728713195289,-0.12056728713195289,-1.0076732735131064,-0.3376058601336735,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,0.44236177683306566,-0.006126926279696434,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,-0.6801895096744957,-0.9118180539425779,-0.8729122120070946,-0.26037014104596695,-0.20586814164924688,-0.40935677007163107,-0.433131425598692,0.23034131853496392,0.41236374210165583,-0.03260373023223863,-0.017308612774425438,0.480159406277309,0.48711109706877653,-0.0180563153792144,-0.21297020466134645,-0.05019328261609115,13.451690473621907,-0.19305276896870535,-0.5765502526460863,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
False,True,True,True,True,-0.05400194877360004,-0.06630761694996094,-0.11228359610523357,-0.11228359610523357,-1.0076732735131064,2.036990377985253,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,0.44236177683306566,-0.006046252844141991,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,-0.6801895096744957,-0.9118180539425779,-0.9913049847740192,-0.9364916642922486,-0.45454481808927205,-0.40935677007163107,-0.433131425598692,-0.36272200293417656,-0.6331495431021753,0.4233977314571305,-0.12493341798565466,-0.6023277655608669,0.6801561154833996,-0.26629577057673476,-0.21297020466134645,-0.16147709980638358,-0.10912727148388249,-0.3662396755298956,0.9024035353114964,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
True,True,True,True,False,-0.05400194877360004,-0.06630761694996094,-0.08743252302507559,-0.08743252302507559,-1.0076732735131064,0.8496922589257899,-0.49616203869873066,0.347746001976481,-0.8893197164541438,0.44236177683306566,-0.006046252844141991,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,-0.6801895096744957,-0.9118180539425779,-0.9913049847740192,-0.9364916642922486,-0.5433579168178525,-0.40935677007163107,-0.433131425598692,0.6257168661810582,0.6737420634026143,0.4233977314571305,0.4131906080704934,0.6004357587037725,0.6801561154833996,-0.20423590677735468,-0.21297020466134645,-0.16147709980638358,4.411145310218047,-0.3842331203674219,0.9024035353114964,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,True,True,True,False,-0.05400194877360004,-0.06630761694996094,-0.09571621405179491,-0.09571621405179491,-0.47010172991868326,-0.3376058601336735,-0.49616203869873066,0.347746001976481,-0.8893197164541438,0.44236177683306566,-0.006129264640147288,0.42666901133402996,0.24230939820821593,-0.02676286516980848,-0.04101335422454344,0.25510639166276444,-0.03562600931680238,-0.6801895096744957,-0.9118180539425779,-0.9913049847740192,-0.9364916642922486,-0.5078326773264203,-0.40935677007163107,-0.433131425598692,0.6257168661810582,0.6737420634026143,0.4233977314571305,0.4131906080704934,0.6004357587037725,0.6801561154833996,-0.26629577057673476,-0.21297020466134645,-0.21711900840152978,2.1510090193670823,-0.3707380367392772,0.40941893932563556,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
False,True,True,False,False,-0.05400194877360004,-0.06630761694996094,-0.11228359610523357,-0.11228359610523357,-1.0076732735131064,-0.3376058601336735,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,0.44236177683306566,-0.006046252844141991,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,-0.6801895096744957,-0.9118180539425779,-0.9913049847740192,-0.9364916642922486,-0.5433579168178525,-0.40935677007163107,-0.433131425598692,0.6257168661810582,0.6737420634026143,0.4233977314571305,0.4131906080704934,0.6004357587037725,0.6801561154833996,-0.26629577057673476,-0.21297020466134645,-0.16147709980638358,-0.10912727148388249,-0.39098066218149424,-0.08356565666022536,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
False,True,True,True,True,-0.05400194877360004,-0.06630761694996094,-0.12056728713195289,-0.12056728713195289,0.06746981367573994,2.036990377985253,-0.49616203869873066,1.2820827491858935,-0.8893197164541438,0.44236177683306566,-0.006046252844141991,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,-0.5722580138303163,-0.816740979275181,-0.04416280263862229,1.2716924595014585,-0.5078326773264203,-0.34934256352480497,-0.433131425598692,0.6257168661810582,-1.068780078603772,-0.32900468033032804,0.4131906080704934,-2.5989152158401683,0.6801561154833996,-0.04908624727890444,-0.21297020466134645,0.005448625979055061,8.931417891919976,-0.27402327073757354,0.40941893932563556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,True,False,True,True,-0.05400194877360004,-0.06630761694996094,-0.11228359610523357,-0.11228359610523357,-1.0076732735131064,2.036990377985253,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,0.44236177683306566,-0.006046252844141991,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,-0.6801895096744957,-0.9118180539425779,-0.9913049847740192,-0.9364916642922486,-0.49007005758070427,-0.40935677007163107,-0.433131425598692,0.13149743162344082,-0.6331495431021753,-1.856609576989713,0.4131906080704934,-1.2037095276931866,-0.2850689765897192,-0.26629577057673476,-0.21297020466134645,-0.16147709980638358,-0.10912727148388249,-0.37298721734396795,-1.0695348486319471,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
False,True,True,True,False,0.5202080316542573,0.7777582737922849,-0.06258144994491761,-0.06258144994491761,-1.0076732735131064,-0.3376058601336735,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,-0.6918377069972044,-0.006046252844141991,-0.6557988700830366,-0.48478611182670867,-0.02674429534041262,-0.041001234728983336,-0.4878545980052136,-0.035610325355040925,-0.2484635262977778,0.70449221540317,0.9029793794967745,-0.26037014104596695,0.32701045072223567,0.9709699805053691,1.3357112474340813,-0.7580975505802707,-0.5808738788419833,-0.8078062151041652,-0.2756081452813767,-1.2758753391490656,-0.24645997290679528,-0.08011617917859448,-0.21297020466134645,-0.21711900840152978,15.711826764472871,0.011622666058155883,-0.5765502526460863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
False,True,True,True,False,0.4045199388168583,-0.29066464027415456,-0.12056728713195289,-0.12056728713195289,-1.0076732735131064,-0.3376058601336735,-0.49616203869873066,-0.5865907452329315,-0.8893197164541438,0.44236177683306566,-0.006105335418200221,0.42666901133402996,0.24230939820821593,-0.02674429534041262,-0.041001234728983336,0.25510639166276444,-0.035610325355040925,2.23396087811835,1.7978785740782346,1.583737822906591,1.6672954784221552,-0.5078326773264203,-0.22931415043115277,-0.433131425598692,-1.3511608720494113,-0.4937477717416643,-3.384214473649098,-3.181477885984575,-1.8050912898255063,-1.250294068662838,0.012973616520475646,-0.21297020466134645,0.11673244316934749,8.931417891919976,0.18256039201465532,-1.5625194446178081,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
